분류,제목,키워드,URL
경제,"""해외여행 갈까? 아니"" 여행 '피크아웃' 만난 항공사들, 신규 취항 사활","해외여행,여행,피크아웃,항공사들,사활,신규,취항,환율,고공행진,항공사,실적,고유가,고환율,난기류,10월,하락,환율,하락,항공유,가격,미소,항공사들,분위기,긴장감,와중,해외,출국,관광객,증가세,상황,원달러환율,널뛰기,1320원,1400원,고공행진,외환,시장,원달러환율,10월,1320원,연방준비제도,미국,연방,준비,제도,Fed,빅컷,0.5%,포인트,금리,인하,원화,강세,기대감,환율,항공사들,원화,강세,해외,진행,중정비,비용,달러,결제,비용,항공유,구매,10월,원달러환율,항공사들,실적,개선,중동,불안,러시아,우크라이나,전쟁,이슈,미국,대선,환율시장,원달러환율,기대감,상황,안정,항공유,달러강세,상승,반전,달러,강세,구매,부담,달러,구매,항공유,가격,상승세,국제항공운송협회,IATA,국제항공유동향,Jet,Fuel,Price,Monitor,국제,항공유,10월,기준,707달러,기록,1개월,4.1%,9월,항공유,1톤,680.86달러,기간,23%,가격,하락,항공유,중순,기점,달러강세,환율,부담,항공유가격,2중고,부담,해외여행,트렌드,피크아웃,관광객,증가세,현상,설상가상,고공행진,국민,해외,관광,증가세,한국관광공사,국민,해외관광객,코로나19,팬데믹,기록,최고치,기록,팬데믹,종료,해외,관광객,항공사들,실적,개선,분위기,해외,관광객,전년,41.2%,증가,관광,성수기,3분기,7~9월,증가율,14.5%,둔화,9월,기준,해외,관광객,2119만,200만,평균,해외관광객,감안,해외관광객,코로나19,2800만,수준,전망,2022년,상황,관광객,호황,항공사들,확대,신규,취항,대응,여행지,소개,선택권,항공사들,고환율,고유가,관광객,피크아웃,고점,악재,극복,신규,취항지,관광지,소개,수요,해외,관광,전략,제주항공,인천,발리,노선,부산,코타키나,발루,주6회,부산,클락도,주4회,부산,가오슝,3회,부산,삿포로,5회,노선,신규,취항,8일,무안,방콕,무안,코타키나발루,노선,운항,재개,에어부산,항공사,부산,발리,노선,에어프레미아,내년,인천발,다낭,홍콩,노선,취항,취항지,지방공항발,노선,해외,관광객,증가세,유지,항공업,관계자,유가,부담,실적,영향,요소,환율,경영,환경,설명,관광객,증가세,둔화,증가,신규,취항지,선택지,제시",http://www.sedaily.com/NewsView/2DGOSAXW1M
정치,"국힘 ""민주 장외투쟁은 이재명 방탄 집회 민생 포기하는 것""","장외투쟁,국힘,민주,장외,투쟁,집회,이재명,방탄,민생,포기,박준태,국민,원내대변인,국민,예고,더불어민주당,장외투쟁,민생,포기,질타,박준태,국민,원내대변인,이날,논평,국정감사,정쟁,민주당,반성,원내대변인,민주당,국정,감사,마지막,탄핵,계엄,하야,선동정치,몰두,모습,일관,국회,법제,사법,위원회,청원제도,빌미,초유,청문회,대통령,탄핵,청원,차례,개최,대통령,탄핵,민주당,국회,활동,빌드업,대통령,탄핵,이재명,대표,사법,리스크,방탄,목적,지적,이날,민주당,장외투쟁,예고,민생,안보,정쟁,고삐,모습,선고,집회,이재명,대표,맞춤,방탄,국민,장외투쟁,민생,포기,선언,산적,민생현안,처리,국민명령,강조,더불어민주당,일대,서울역,김건희,국정,농단,규탄,국민,대회,개최",https://www.daejonilbo.com/news/articleView.html?idxno=2164079
사회,"해커스공무원, 11월 2일 서울시 지방직 7급 시험 실시간 합격컷&합격예측 제공","해커스공무원,서울시,지방직,제공,시험,실시간,합격컷,합격,예측,서울시,지방직,공무원,시험,2일,해커스공무원,합격컷,시험,종료,실시간,정확,합격예측,제공,합격,예측,제공,풀서비스,해커스,공무원,합격,예측,서울시,시험,지방직,응시,수험생,PC,모바일,채점,가능,점수,확인,빅데이터,해커스공무원,프로세스,합격컷,산출,실시간,합격,예측,제공,성적,경쟁자,점수,비교,합격예측,가능,시험지,채점,채점,가지,방법,수험생,대로,채점,진행,석차,공무원,시험,과목,점수,가능,국어,고혜원,경제학,김종국,강사,헌법,홍대겸,시험,당일,라이브,총평,제공,예정,해커스,공무원,전문,강사진,과목,해설,무료,제공,예정,해커스공무원,시험,공시생,이벤트,제공,시험,당일,채점,이벤트,진행,2시,채점,전원,제공,2시,시험,당일,채점,인원,전원,마이쮸,제공,혜택,중복,지급,불가,답안,입력,수험생,추첨,6개,던킨,도너츠,추첨,20명,도미노피자,콜라,추첨,5명,에어팟,추첨,1명,제공,예정,제세,공과금,본인,부담,채점,설문,조사,진행,수험생,바나나우유,제공,풀서비스,해커스,공무원,합격,예측,채점,지정,카페,채점,인증,소문내기,작성,URL,제출,신세계,상품권,메가박스,패키지,네이버페,혜택,제공,해커스공무원,공무원,준비,수험생,합격,불합격,수강료,패스,제공,직렬별,공무원,직렬,강좌,PSAT,강좌,무제한,수강,합격,불합격,수강료,환급,100%,현급,미션,달성,교재비,강의옵션,제외,환급,대상,제세,공과금,본인,부담,사항,해커스,공무원,사이트,확인,사이트,지방직,서울시,정보,노량진,공무원,학원,강의,공무원,인강,공무원,교재,정보,제공",http://www.sedaily.com/NewsView/2DGOSARKSQ
문화,전현무 “최고의 다이어트는 마음고생” ‘이나은 옹호 논란’ 곽튜브 방송 복귀,"전현무,최고,다이어트,마음고생,옹호,논란,복귀,곽튜브,방송,에이프릴,출신,이나은,옹호,발언,논란,곽튜브,여행,전문,유튜버,방송활동,재개,곽튜브,방송,전현무계획2,MBN,방송,연예,프로그램,현무,계획,합류,출연자,방송인,전현무,오랜만,인사,전현무,곽튜브,최고,다이어트,마음고생,곽튜브,논란,간접적,언급,곽튜브,오랜만,지리산,경치,감탄,전현무,오랜만,공간,시작,곽튜브,전현무,슬림,곽튜브,전현무,최고,다이어트,마음고생,곽튜브,논란,간접적,언급,곽튜브,유튜브,초심,지역,전현무,본의,초심,농담,곽튜브,기획,순간,의욕,곽튜브,자신,유튜브,채널,이나은,영상,이탈리아,여행,곽튜브,이나은,오해,학폭,의혹,옹호,발언,논란,과거,자신,학폭,피해자,곽튜브,오만,판단,피해자,상처,사려,언급,상처,피해자분들,머리,변명,여지,고개,자숙,곽튜브,팔도주무관,SBS,TV,예능물,팔도,주무관,방송,복귀",http://biz.heraldcorp.com/view.php?ud=20241102050037
IT_과학,엔씨 '저니 오브 모나크' 사전예약 400만 넘었다,"엔씨,오브,모나크,사전,예약,위클리,KT클라우드,경력직,채용,엔씨소프트,신작,오브,모나크,Journey,Monarch,사전,예약,돌파,오브,모나크,9월,사전,예약,시작,24시간,시간,사전,예약,기록,10월,400만,엔씨,달성,사전,예약,기념,추가,보상,준비,이용자,보상,게임,다이아,재화,게임,재화,군주,영웅,소환,여정,지원,상자,추가,보상,기념,보상,합산,정식,출시,게임,우편함,일괄,지급,사전예약,오브,모나크,공식,홈페이지,별도,공지,진행,엔씨,이달,2시,서버,선점,사전,캐릭터,생성,이벤트,시작,이용자,서버,선택,캐릭터,사전,생성,오브,모나크,출시,리니지,IP,지식재산권,신규,게임,NHN커머스,쇼핑몰,NHN커머스,쇼핑몰,출시,마이앱,쇼핑몰,구축,운영,지원,NHN커머스,클라우드,쇼핑,플랫폼,고도몰,샵바이,이용,고객사,모바일,제작,운영,하이브리드,하이브리드,제작,서비스,서비스,운영,쇼핑몰,구축,운영체제,OS,대행,앱스토어,등록,지원,고객,편의성,극대화,특징,NHN,커머스,관계자,고객사들,쇼핑몰,모바일,구축,운영,지원,마이앱,출시,고객,편의,서비스,지속적,마련,계획,라이드플럭스,자율,주행,스타트업,투자,유치,자율,주행,소프트웨어,스타트업,라이드플럭스,260억,규모,시리즈,투자,유치,552억,누적,투자,금액,확보,주주,에이티넘인베스트먼트,주도,진행,투자,유안타인베스트먼트,한국투자파트너스,뮤렉스파트너스,IBK기업은행,아이엠투자파트너스,프렌드투자파트너스,한국투자증권,엔베스터,참여,라이드플럭스,자율,주행,소프트웨어,풀스택,기업,6월,무인,자율,주행,임시,운행,허가,인정,라이드플럭스,2020년,서비스,자율,주행,공개,고도화,카카오모빌리티,제주도,첨단,과학,단지,일대,주행,네모라이드,서비스,대표,박중희,라이드플럭스,소프트웨어,집중,자율주행,고도화,기업,모빌리티,서비스,자동차,제조사,물류,기업,파트너십,확대,완전,자율,주행,상용,선도,넷마블,오브,파이터,AFK,등록,글로벌,사전,넷마블,신작,등록,글로벌,사전,진행,등록,글로벌,사전,오브,파이터,AFK,공식,홈페이지,구글플레이,애플,앱스토어,참여,가능,사전,등록,3천,무료,소환,이오리,레오나,바이스,캐릭터,역대,KOF,시리즈,인기,오브,파이터,AFK,SNK,협업,경험,넷마블네오,네오지오,포켓판,파이터,오브,R-,도트,그래픽,재해석,레트,감성,특징,조합,바탕,전투,전투,제공,시리즈,차별화,전략적,플레이,가능,조작,차별화,액션,쾌감,제공,넷마블,도쿄게임쇼,오브,파이터,AFK,티저,영상,공개,관람객들,호응,11월,지스타,종류,이벤트,관객,참여,코스프레,무대,예정,KT클라우드,채용,경력직,KT클라우드,경력직,공개,채용,진행,채용,테크,데이터센터,세일즈&컨설팅,분야,진행,전형,서류,전형,인성,검사,실무,면접,임원,면접,최종,합격자,내년,입사,예정,KT클라우드,자유,양식,이력서,취합,문턱,서류,전형,실무면접,실질적,능력,해결,중시,방침,대표,최지웅,KT,클라우드,경쟁력,강화,선점,시장,주도,중요,전환점,대비,채용,진행,회사,중심,변화,준비,KT클라우드,성장,도전,분들,관심,지원",http://news.bizwatch.co.kr/article/mobile/2024/11/01/0022
스포츠,파리 홀린 ‘이강인’  180유로 셔츠 구입 신드롬까지[동아리],"파리,이강인,유로,셔츠,구입,신드롬,동아리,동아닷컴,리뷰,동아리,체험,고객경험,전달,제품,공간,문화,예술,주변,프랑스,파리,샹젤리제,거리,여행지,파리,대표,에투알,개선문,매장,명품,브랜드,세계,각지,관광객,발길,한국인,사이,공식,파리,관광,일반적,개선문,샹젤리제,코스,축구,선수,이강인,소속,구단,파리,생제르맹,PSG,매장,방문,일정,포함,여행,기간,날짜,관람,PSG,경기,분위기,현지,스토어,PSG,플래그십,개선문,도보,거리,샹젤리제,중심,번화가,자리,규모,매장,면적,대비,3일,지난달,명소,자리,PSG,스토어,매장,간판,모델,이강인,이강인,시작,이강인,과언,이강,위상,입구,세로,설치,전광판,PSG,주장,아슈라프,하키미,이강인,등장,걸음,최신,디자,유니폼,진열,누벨,콜렉션,이강,영문,이름,등번호,셔츠,현장,PSG,매장,매니저,이강,위주,매장,구성,PSG,구단,핵심,선수,의미,이적,활약,이강인,상품,인기,강조,1층,PSG,선수,경기,착용,고급,어센틱,재질,가격,레플리카,진열,가격,180유로,27만,125유로,18만,원정,유니폼,동일,가격,주변,PSG,로고,바람막,트레이닝,의류,비치,선수들,훈련,셔츠,50유로,마련,각종,PSG,전용,악세서리,머플러,스마트폰,케이스,키링,쿠션,파우치,실생활,활용,가능,상품,2층,여성,아이들,공간,한국,PSG,여성,구단,유니폼,갓난아기,크기,초등학생,정도,운동복,20유로,이름,등번호,마킹존,위치,현장,유니폼,부모,아이,이름,활용,사탕,쿠키,게임기,텀블러,기념품,판매,구입,유로,면세,적용,서류,모습,이강,PSG,유니폼,판매량,손흥민,유럽,유럽,기록해,시즌,이강,유니폼,판매량,1위,시즌,PSG,킬리안,음바페,마드리드,스페인,레알,이적,적수,더선,영국,매체,4월,온라인,판매,이강인,음바페,1위,기록,오프라인,음바페,판매량,이날,이강,마킹,유니폼,사이즈,품절,파랑,계열,셔츠,사이즈별,일상복,흰색,바탕,원정,유니폼,XL,사이즈,관리자,PSG,매장,아시아,한국,순위,인터넷,판매,장악,오프라인,매장,한국,방문객,이강,유니폼,구입,한국,시장,세계적,사이,축구,클럽,큰손,영국판,스포츠,웹진,애슬레틱,현황,잉글랜드,프리미어,리그,유니폼,판매,특집,칼럼,토트넘,훗스퍼,손흥민,유니폼,5위,유럽,판매량,소개,황희찬,판매,울버햄튼,원더러스,FC,유니폼,한국,주문,물량,덕분,1000%,지난달,네이버,쇼핑,라이브,진행,PSG,이강,저지&굿즈,동시,29만,정도,관심,축구,사례,해외,진출,축구,전반,관심,유니폼,판매,직결,리그앙,프랑스,프로,축구,리그앙,파리,파르크,프랭스,PSG,홈구장,한국,시즌,20%,증가,20%,국적,PSG,유튜브,채널,구독자,프랑스,한국,PSG,홍보,PSG,구단,강남,서울,3층,플래그십,매장,개점,PSG,관리,플래그십,매장,나라,프랑스,미국,한국,관계자,의류,업계,선수들,응원,유니폼,구단,용품,간직,경기장,선수,동질감,사람,차별화,수단,활용,구단들,시즌,디자인,유니폼,판매,활로,축구,선수,천문학,연봉,유니폼,추가,수익,기여,구단들,전략,유니폼,세분,소비자,지갑,접근,원정,리그,대항전,착용,번째,별도,시장,반응,규정,공식,유니폼,디자,제약,완성도,장점,한글날,한글,유니폼,한글,이벤트,관심,무신사,상반기,1~6월,매출,축구,유니폼,전년,동기,대비,54%,인기,상품,대구,FC,유니폼,비중,여성,소비자,40%,스포츠웨어,성별,패션,아이템,각광,얘기,업계,관계자,남녀,전반,운동,문화,발전,기능성,디자인,스포츠,장점,부각,유니폼,시장,상승,곡선,최신,유니폼,과학기술,접목,소재,활동성,기능성,활용,남녀노소,일상복,적합",https://www.donga.com/news/Economy/article/all/20241102/130346198/2
지역,"""바람 불면 올라가지 마세요"" '사망률 12%' 위험천만 이 사고","바람,사망,12%,위험천만,사고,7시,분쯤,충남,보령시,무창포항,방파제,등대,인근,낚시,A씨,40대,바다,추락,구조,일행,방파제,바깥,설치,테트라포드,10m,바닷물,일행,신고,출동,해경,실종,지점,중심,수색,A씨,발견,병원,A씨,추락,충격,찰과상,생명,지장,낚시객,가을철,바닷,방파제,테트라포드,포함,추락,사고,방파제,내륙,순간적,바람,바람,방향,수시,사고,발생,낚시객,출입,통제,테트라포드,목숨,충남,서천군,홍원항,B씨,60대,남성,테트라포드,낚시,사고,발생,바람,실족,위험,자력,탈출,안전사고,해경,지난달,17일,위험도,방파제,중심,안전관리,강화,자치단체,기관,협조,구역,출입,통제,확대,불시,점검,합동,단속,수시,방침,사망,사고,발생,순찰활동,테트라포드,주변,순찰,활동,강화,예정,테트라포드,파도,방파제,설치,콘크리트,구조물,3~5,크기,무게,1개,70t,크기,거대,표면,추락,목숨,가능성,구조,간격,추락,발견,자력,탈출,불가능,사실,의원,국회,농림,축산,식품,해양,수산,위원회,소속,이양수,국민의힘,해양수산부,자료,7년,2017~2023년,사이,발생,테트라포드,안전사고,275건,집계,안전사고,34명,수치,사망률,12%,테트라포드,사고,테트라포드,예방,해양수산부,항만법,개정,테트라포드,위험,장소,출입통제구역,지정,출입,100만,과태료,부과,조치,테트라포드,방파제,사고,사람,속출,출입통제구역,100만,과태료,자치단체,위험,판단,출입,통제,구역,지정,경남도,구간,삼천포항,한전,방파제,테트라포드,출입통제구역,지정,보안구역,삼천포화력발전소,고성그린파워,통과,일반,접근,낚시객,진입,사례,발생,자구책,마련,해경,지난달,6일,단계,일주일간,안전사고,위험,예보,주의보,추가,발령,연안,사고,예방,법률,연안,안전사고,반복,지속,발생,위험,국민,해경,흐름,주의보,단계,기간,조류,조석,간만,대조기,포함,사고,위험,전망,물때,확인,갯벌,갯바위,낚시,고립,사고,익수사고,해경,고립,익수,위험,장소,출입,태안해경,관계자,연안,사고,예방,고립,익수,위험,장소,출입,어린아이,동반,구명조끼,착용,당부",https://www.joongang.co.kr/article/25289037
문화,"공룡, 악몽, 치과가 두려운 아이와 어른 위한 마법 주문...""하나 둘 셋,  날아!""","공룡,악몽,치과,아이,어른,마법,주문,세상,박티팔,그림책,1.,얼굴,목소리,친구들,100마리,2.,거미,마리,꿈속,그림책,걱정,아이들,마법,주문,공룡,티라노사우르스,순간,이불,오줌,순간,순간,순간,아이들,로켓,순식간,하늘,하늘,교실,칠판,글씨,티라노사우르스,영화,이야기,하늘,아이들,치과,엄마,바퀴벌레,아빠,얼굴,두려움,불안,자연,감정,걱정,상황,감정,매몰,상황,발짝,자신,객관화,제안,일상,두려움,순간,자신,박티팔,작가,임상심리사,종합,병원,정신,건강,의학,임상,심리사,아이,엄마,악몽,막내,아이,해결책,가족,이야기,바탕",https://www.hankookilbo.com/News/Read/A2024103113070000358
사회,"전립선암 급증세, 가족력 있다면 40세부터 정기검진 필요","전립선암,급증세,가족력,40세,정기검진,환자,원인,증가,고령,인구,서구화,생활습관,증상,혈액검사,이상소견,혈액,검사,소견,진단,전립선암표지자,PSA,검사,진단,여부,가족력,가족력,발병,윤지선,가명,평소,소변,소변,색깔,전립선,건강,생각,주변,나이,검사,관리,검사,충격,전립선암표지자,검사,결과,전립선,암표지자,PSA,수치,정밀검사,진단,걱정,마음,대학병원,대학,병원,PSA,수치,전립선암,확률,30%,전립선,조직,검사,소견,일정,조직검사,결과,최종,전립,선암,진단,치료,시작,전립선암,Prostate,cancer,증상,혈액검사,이상소견,발견,진단,정도,진행,진행속도,전립선암,전이,특징,전립선,암세포,자각증상,전이,마약,진통제,지속적,복용,정도,통증,전이,골절,척추,전이,마비,하반신,발생,합병증,발생,전립선암,진행,소변,배출,요도,소변,줄기,소변,증상,지속적,혈뇨,진단,치료,교수,김정준,가톨릭대학교,인천성모병원,비뇨,의학,도움말,전립선암,진단,치료,전립선암,증가,가족력,40세,정기검진,정기,검진,전립선,남성,생식기관,방광,위치,소변,배출,요도,배뇨,생식기능,관여,무게,15~20,길이,정도,호두,크기,전립선,분비,정자,영양분,요도,감염,역할,환자,전립선암,증가,건강보험심사평가원,2023년,전립선암,병원,인원,13만,10년,대비,2.5배,고령,인구,증가,식습관,생활패턴,서구화,원인,지적,전립선암,미국,유럽,오래전,부동,남성암,발생,1위,차지,폐암,2위,증가세,발생,이름,예상,발생,원인,위험성,증가,가지,원인,고령,가족력,비만,식사,지적,김정준,교수,전립선암,환자,가족력,10%,정도,아버지,형제,전립선암,발병,확률,일반인,정도,가족력,40세,50세,정기검진,정기,검진,당부,전립선암표지자,PSA,검사,확인,여부,일반적,국소,전립선암,로봇,수술,치료,일반,전립선암,정기적,추적관찰,중요,전립선암표지자,PSA,검사,여부,의심,확인,검사,정상,수치,PSA,결과,확인,전립선,MRI,자기공명영상촬영,검사,전립선,여부,확인,전립선,MRI,촬영,의심,조직검사,시행,표적,조직,검사,시행,치료방법,진행상태,국소,전립선암,로봇수술,로봇보조,전립선절제술,일반적,수술,전립선암,90%,로봇수술,진행,확대,로봇,수술,보급,수술,부작용,환자,수술,적합,일차,치료법,자리,기점,치료,전이,전립,선암,신약,급여,범위,확대,희망,생각,전이,전립선암,환자,제도권,비용,부담,치료,김정준,교수,전립선암,치료법,등장,나름,장점,치료,환자,예상,수명,중요,생각,일차,치료,수술,중요성,강조,일차,치료,수술,자체,수술,완치,가능성,전후,수술,완치,환자,40%,치료,구제,방사선,추후,완치,기회,계획,전문의,다각도,상담,결정,중요,예방법,고지방식,발생률,유지,정상,체중,전립선암,예방,방법,셀레늄,녹차,진행,예방효과,일반적,고지방식,전립선암,위험,정상,체중,유지,전립,선암,예방,효과,전립선비대증,전립선염,긍정적,보고,토마토,평상시,대한비뇨의학회,대한비뇨기종양학회,대한비뇨기과학재단,현황,한국인,전립선암,발생,당뇨,고혈압,이상지질혈증,만성,질환,환자,남성,정상,전립선암,발생,복부,둘레,복부,남성,정상,체중,남성,발생률,1.32배,평소,생활,습관,개선,고위험군,정기검진,특별,관리,교수,장기,전립선암,수술,치료,성과,치료,수술,성기능,감소,환자,기간,보장,측면,수술,효과적,치료법,전립선암,진단,수술,여부,고민,수술,의료진,고민,현명,방법,강조",http://www.edaily.co.kr/news/newspath.asp?newsid=01928646639081784
사회,암환자도 '지 쪼대로 아플 자유'가 있다...엄마의 헌신과 항암식단을 거부하다,"암환자,자유,엄마,헌신,항암식단,거부,세상,김도미,사랑,통제,맥주,자유,요즘,긍정적,생각,현미,산책,사랑,통제,맥주,자유,저자,김도미,백혈병,진단,말들,걱정,애정,사람,사람,김씨,말들,불행,환자,생활,습관,긍정적,마음,상태,강요,말들,사람들,환자,통제적,수준,성찰,요구,김씨,성폭력,상담소,청소년,건강,지원,센터,활동가,중반,백혈병,진단,조혈,모세포,이식,뉴스레터,경험기,에세,김승섭,서울대,보건,대학원,교수,아픔,출판사,동아시아,질병,주제,닭발,곰탕,노동,거리,김씨,엄마,전화,엄마,곰탕,엄마,몸보신,사람들,전화,탄식,가족,가족,여성,한국식,가족주의,가부장제,단면,요리,닭발,곰탕,정성,사진,항암,식단,커뮤니티,환자,인증,자책,댓글,엄마,김씨,정성,헌신,성별성,지적,각개전투,항암식단,제도,관계망,건강,저마다,이야기,김씨,경험기,가족,친구,등장,부모,능력,간호간,병통합,병동,이용,수술,조혈,모세포,이식,위생,중요,대청소,소독,티슈,구석구석,엄마,친구들,이식,예후,설명,자리,가족,지인,병원,혈연가족,사람,자리,교수,면담,고아,난색,하루,간편식,엄마,노동력,청소,범위,타협,자유,실천,완치,신화,중요,밥벌,국립암센터,2021년,사회복귀,현황,한국,성인,경험자,성인,일터,복귀,비율,경제협력개발기구,OECD,회원국,평균,절반,30.5%,감염,재발,식스,9시,6시,노동시간,김씨,건강,사람,노동자,상정,사회,노동권,이야기,후일담,형태,신성,극복기,저자,개인,경험,출발,환자,병원,질병,사회,맥락,환자분,책임,소재,간호사,부당,직업인,방어,간호사,처지,병실,간호조무사,간호사,간호사,사람,비하,대상,병원,계급사회,건강,생각,안녕,몰두,쓰레기,방법,고민,변호사,배우,김원영,추천,위안,질병,서사,사회,입체적,이야기,미덕",https://www.hankookilbo.com/News/Read/A2024103110090000853
문화,"“나 보내더니 기태영이 유진을” 27년 절친 폭로, 무슨일 있었길래","기태영,유진,27년,폭로,유진,홍레나,부부,유진,기태영,키스,목격담,유진vs태영,지난달,유튜브,채널,절친,유진,폭로,제목,영상,유진,홍레나,남편,최현호,게스트,초대,이야기,베프,레나,소개,유진,97년,연습,생활,연습,레나,장군님,소개,최현호,선수,방콕,아시안,게임,금메달리스트,전직,국가,대표,핸드볼,설명,홍레나,S.E.S,유진,중간,박차,홍레나,고개,얘기,질문,기태영,유진,완벽,완벽,성격,완벽주의,널널주의,기태영,스트레스,연애,결혼,사람,서사,홍레나,기태영,소개,번째,유진,발전,홍레나,유진,눈치,키스,웃음,홍레나,키스,폭로,보통,관심,여성,절친,마음,기태영,뒷전,유진,유진,키스,생각,폭로",http://www.mk.co.kr/article/11157448
사회,김해서 음주운전 차가 차량 3대 잇따라 ‘쾅’ 생후 100일 아기 포함 3명 부상,"김해서,음주,운전,차량,생후,부상,아기,포함,1일,경남,김해시,진영읍,도로,승합차,차량,추돌,정차,스포츠유틸리티차,SUV,사고,주행,차량,30대,생후,3살,아기,인근,병원,이송,사고,승합차,리틀,야구단,운행,차량,운전자,탑승자,사고,사고,혈중알코올농도,수준,면허,취소,경찰,A씨,인근,사고,추정,경찰,블랙박스,영상,진술,토대,정확,사고,경위,조사,예정",http://www.mk.co.kr/article/11157447
사회,낮 최고 19 23도... 전국 대체로 맑음 [내일 날씨],"최고,전국,날씨,한국민속촌,경기도,용인시,한국,민속촌,단풍,사진,뉴시스,일요일,전국,강원,영동,제주도,구름,전망,기상청,다음날,3일,최저기온,최저,기온,15도,최고기온,23도,예보,전국,지역,전국,기온,10도,건강관리,유의,강원,산지,구름대,영향,가시거리,정도,안개,전망,미세,먼지,농도,원활,대기,확산,권역,보통,수준,예정,제주도,해안,남해안,동해안,물결,너울,유입,해안도로,피해,유의,바다,물결,동해,앞바다,1.0,4.0,서해,앞바다,0.5,1.5,남해,앞바다,0.5,4.0,안쪽,바다,해안선,바다,파고,동해,1.0,4.5,서해,0.5,2.5,남해,1.5,4.5,예상,남해,바다,제주도,해상,동해,남부,남쪽,바다,바람,시속,초속,물결,1.5,5.0",http://www.fnnews.com/news/202411021041128921
지역,"구멍 뚫린 11월 제주 하늘, 101년 관측사상 가장 많은 비 내렸다","구멍,하늘,제주,관측,사상,태풍,콩레이,간접영향,호우특보,1일,제주시,오라,인근,한천,한라산,급류,뉴시스,제주도,이틀간,300mm,사상,관측,제주,지방,상청,이날,6시,제주,지역,강수량,300mm,폭우,산천단,북부중산간,성산,동부,오등,북부,송당,북부중산간,280.5,와산,제주,북부,제주기상청,274.7,고산,서부,156.1,서귀포,남부,150.7,한라산,지역,진달래밭,성판악,삼각봉,역대급,강수량,기록,하루,제주,북부,제주기상청,지점,강수량,238.4,1923년,지점,기상관측,시작,기록,이래,101년,강수량,기록,종전,기록,18일,성산,동부,고산,고산,강수량,242.1,138.4,종전,최고,서귀포,남부,강수량,기록,3번,기상청,제주,이날,예상,강수량",http://www.fnnews.com/news/202411021040209081
경제,"""3주 연속 올랐다""... 주유소 휘발유, 1600원대 돌파","연속,주유소,휘발유,1600원,돌파,서울,주유소,직원,차량,주유,사진,뉴스1,휘발유,주유소,경유,가격,주간,평균,연속,동반,상승,한국석유공사,유가,정보,오피넷,10월,31일,판매,전국,주유소,휘발유,평균,직전,1600.2원,기록,10월,1500원,4주,1600원,진입,가격,서울,직전,9.4원,1670.2원,가격,대구,10.8원,1566.8원,집계,상표,알뜰주유소,평균가,1571.9원,경유,평균,판매,가격,상승,1428.7원,국제,이스라엘,제한적,보복,중동,영향,하락,수입,원유,가격,기준,두바이유,직전,2.6달러,대비,배럴,달러,71.6달러,가격,국제,휘발유,달러,하락,76.9달러,경유,국제,자동차,1.3달러,85.8달러,집계,국제,유가,변동,3주,가량,차이,가격,주유소,반영,대한석유,협회,관계자,이날,유류세,환원,진행,기름값,주도,기름,가능성,국제유가,안정세,상승",http://www.fnnews.com/news/202411021033564058
스포츠,"맨유 오피셜 ""새 사령탑 아모림 11일 합류""..계약 기간은 2027년 6월까지","맨유,오피셜,사령탑,아모림,합류,계약,기간,포르투갈,스포르팅,감독,후벵,아모림,뉴시스,축구리그,영국,프로,축구,리그,성적,부진,에릭,텐하흐,맨체스터,유나이티드,사령,아모림,감독,루벤,11일,합류,계약,기간,1일,현지시간,맨유,홈페이지,아모림,감독,계약,옵션,연장,포함,소속팀,스포르팅,CP,포르투갈,업무,마무리,11일,합류,예정,공지,맨유,감독,부임,텐하흐,2023시즌,리그컵,카라바오컵,우승,2024시즌,FA,우승,프리미어,리그,무대,저조,성적,결국,부임,경질,지난달,맨유,아모림,감독,유럽,무대,흥미,평가,사령탑,선수,감독,모습,아모림,감독,스포르팅,우승,차례,정규,리그,그중,번째,19년,역사,평가,아모림,감독,스포르팅,포르투갈,프로,합류,2021시즌,정규,리그,우승,차지,프리메이라리,감독,2024시즌,트로피,번째,우승",http://www.fnnews.com/news/202411021032314167
